respondent_id,xyz_vaccine,seasonal_vaccine
41542,0.28,0.28
41543,0.1,0.1
41544,0.16,0.16
41545,0.18,0.18
41546,0.41,0.41
41547,0.21,0.21
41548,0.42,0.42
41549,0.69,0.69
41550,0.36,0.36
41551,0.77,0.77
41552,0.59,0.59
41553,0.12,0.12
41554,0.73,0.73
41555,0.14,0.14
41556,0.71,0.71
41557,0.83,0.83
41558,0.8,0.8
41559,0.1,0.1
41560,0.82,0.82
41561,0.74,0.74
41562,0.24,0.24
41563,0.74,0.74
41564,0.15,0.15
41565,0.13,0.13
41566,0.46,0.46
41567,0.65,0.65
41568,0.14,0.14
41569,0.38,0.38
41570,0.5,0.5
41571,0.22,0.22
41572,0.1,0.1
41573,0.17,0.17
41574,0.06,0.06
41575,0.88,0.88
41576,0.42,0.42
41577,0.8,0.8
41578,0.21,0.21
41579,0.15,0.15
41580,0.62,0.62
41581,0.06,0.06
41582,0.08,0.08
41583,0.23,0.23
41584,0.85,0.85
41585,0.27,0.27
41586,0.19,0.19
41587,0.84,0.84
41588,0.7,0.7
41589,0.85,0.85
41590,0.15,0.15
41591,0.15,0.15
41592,0.16,0.16
41593,0.54,0.54
41594,0.2,0.2
41595,0.11,0.11
41596,0.89,0.89
41597,0.11,0.11
41598,0.36,0.36
41599,0.85,0.85
41600,0.65,0.65
41601,0.17,0.17
41602,0.46,0.46
41603,0.44,0.44
41604,0.89,0.89
41605,0.07,0.07
41606,0.18,0.18
41607,0.38,0.38
41608,0.3,0.3
41609,0.07,0.07
41610,0.3,0.3
41611,0.73,0.73
41612,0.21,0.21
41613,0.77,0.77
41614,0.18,0.18
41615,0.85,0.85
41616,0.44,0.44
41617,0.71,0.71
41618,0.62,0.62
41619,0.15,0.15
41620,0.09,0.09
41621,0.09,0.09
41622,0.69,0.69
41623,0.84,0.84
41624,0.15,0.15
41625,0.14,0.14
41626,0.16,0.16
41627,0.66,0.66
41628,0.04,0.04
41629,0.02,0.02
41630,0.74,0.74
41631,0.91,0.91
41632,0.84,0.84
41633,0.03,0.03
41634,0.1,0.1
41635,0.17,0.17
41636,0.08,0.08
41637,0.08,0.08
41638,0.08,0.08
41639,0.79,0.79
41640,0.81,0.81
41641,0.35,0.35
41642,0.08,0.08
41643,0.26,0.26
41644,0.06,0.06
41645,0.78,0.78
41646,0.24,0.24
41647,0.45,0.45
41648,0.25,0.25
41649,0.19,0.19
41650,0.82,0.82
41651,0.83,0.83
41652,0.83,0.83
41653,0.32,0.32
41654,0.29,0.29
41655,0.14,0.14
41656,0.47,0.47
41657,0.04,0.04
41658,0.64,0.64
41659,0.1,0.1
41660,0.12,0.12
41661,0.54,0.54
41662,0.81,0.81
41663,0.13,0.13
41664,0.27,0.27
41665,0.03,0.03
41666,0.46,0.46
41667,0.07,0.07
41668,0.07,0.07
41669,0.02,0.02
41670,0.06,0.06
41671,0.29,0.29
41672,0.05,0.05
41673,0.3,0.3
41674,0.04,0.04
41675,0.69,0.69
41676,0.1,0.1
41677,0.45,0.45
41678,0.07,0.07
41679,0.74,0.74
41680,0.02,0.02
41681,0.84,0.84
41682,0.12,0.12
41683,0.11,0.11
41684,0.44,0.44
41685,0.15,0.15
41686,0.26,0.26
41687,0.07,0.07
41688,0.21,0.21
41689,0.06,0.06
41690,0.14,0.14
41691,0.89,0.89
41692,0.05,0.05
41693,0.14,0.14
41694,0.28,0.28
41695,0.81,0.81
41696,0.01,0.01
41697,0.07,0.07
41698,0.26,0.26
41699,0.08,0.08
41700,0.01,0.01
41701,0.17,0.17
41702,0.74,0.74
41703,0.17,0.17
41704,0.08,0.08
41705,0.04,0.04
41706,0.9,0.9
41707,0.14,0.14
41708,0.1,0.1
41709,0.76,0.76
41710,0.27,0.27
41711,0.82,0.82
41712,0.12,0.12
41713,0.93,0.93
41714,0.75,0.75
41715,0.08,0.08
41716,0.32,0.32
41717,0.15,0.15
41718,0.09,0.09
41719,0.14,0.14
41720,0.78,0.78
41721,0.24,0.24
41722,0.2,0.2
41723,0.82,0.82
41724,0.12,0.12
41725,0.76,0.76
41726,0.04,0.04
41727,0.44,0.44
41728,0.16,0.16
41729,0.22,0.22
41730,0.01,0.01
41731,0.31,0.31
41732,0.24,0.24
41733,0.17,0.17
41734,0.15,0.15
41735,0.03,0.03
41736,0.07,0.07
41737,0.05,0.05
41738,0.73,0.73
41739,0.17,0.17
41740,0.18,0.18
41741,0.24,0.24
41742,0.08,0.08
41743,0.15,0.15
41744,0.16,0.16
41745,0.03,0.03
41746,0.15,0.15
41747,0.15,0.15
41748,0.24,0.24
41749,0.15,0.15
41750,0.9,0.9
41751,0.85,0.85
41752,0.24,0.24
41753,0.15,0.15
41754,0.71,0.71
41755,0.14,0.14
41756,0.12,0.12
41757,0.39,0.39
41758,0.38,0.38
41759,0.04,0.04
41760,0.23,0.23
41761,0.7,0.7
41762,0.1,0.1
41763,0.38,0.38
41764,0.31,0.31
41765,0.21,0.21
41766,0.07,0.07
41767,0.85,0.85
41768,0.82,0.82
41769,0.15,0.15
41770,0.16,0.16
41771,0.08,0.08
41772,0.2,0.2
41773,0.35,0.35
41774,0.74,0.74
41775,0.09,0.09
41776,0.05,0.05
41777,0.25,0.25
41778,0.17,0.17
41779,0.26,0.26
41780,0.04,0.04
41781,0.2,0.2
41782,0.05,0.05
41783,0.11,0.11
41784,0.06,0.06
41785,0.11,0.11
41786,0.26,0.26
41787,0.8,0.8
41788,0.05,0.05
41789,0.06,0.06
41790,0.77,0.77
41791,0.53,0.53
41792,0.78,0.78
41793,0.15,0.15
41794,0.7,0.7
41795,0.09,0.09
41796,0.86,0.86
41797,0.07,0.07
41798,0.1,0.1
41799,0.79,0.79
41800,0.76,0.76
41801,0.52,0.52
41802,0.02,0.02
41803,0.08,0.08
41804,0.91,0.91
41805,0.04,0.04
41806,0.1,0.1
41807,0.05,0.05
41808,0.15,0.15
41809,0.14,0.14
41810,0.13,0.13
41811,0.06,0.06
41812,0.13,0.13
41813,0.09,0.09
41814,0.21,0.21
41815,0.11,0.11
41816,0.12,0.12
41817,0.04,0.04
41818,0.72,0.72
41819,0.15,0.15
41820,0.05,0.05
41821,0.19,0.19
41822,0.06,0.06
41823,0.07,0.07
41824,0.11,0.11
41825,0.08,0.08
41826,0.11,0.11
41827,0.08,0.08
41828,0.86,0.86
41829,0.15,0.15
41830,0.76,0.76
41831,0.46,0.46
41832,0.37,0.37
41833,0.17,0.17
41834,0.14,0.14
41835,0.74,0.74
41836,0.08,0.08
41837,0.03,0.03
41838,0.09,0.09
41839,0.19,0.19
41840,0.1,0.1
41841,0.84,0.84
41842,0.34,0.34
41843,0.8,0.8
41844,0.21,0.21
41845,0.14,0.14
41846,0.12,0.12
41847,0.07,0.07
41848,0.74,0.74
41849,0.15,0.15
41850,0.12,0.12
41851,0.1,0.1
41852,0.11,0.11
41853,0.1,0.1
41854,0.02,0.02
41855,0.1,0.1
41856,0.88,0.88
41857,0.23,0.23
41858,0.09,0.09
41859,0.05,0.05
41860,0.86,0.86
41861,0.12,0.12
41862,0.06,0.06
41863,0.17,0.17
41864,0.31,0.31
41865,0.18,0.18
41866,0.16,0.16
41867,0.73,0.73
41868,0.12,0.12
41869,0.26,0.26
41870,0.07,0.07
41871,0.14,0.14
41872,0.13,0.13
41873,0.15,0.15
41874,0.06,0.06
41875,0.76,0.76
41876,0.09,0.09
41877,0.1,0.1
41878,0.18,0.18
41879,0.89,0.89
41880,0.32,0.32
41881,0.09,0.09
41882,0.18,0.18
41883,0.14,0.14
41884,0.01,0.01
41885,0.26,0.26
41886,0.02,0.02
41887,0.11,0.11
41888,0.19,0.19
41889,0.11,0.11
41890,0.08,0.08
41891,0.06,0.06
41892,0.1,0.1
41893,0.58,0.58
41894,0.18,0.18
41895,0.74,0.74
41896,0.48,0.48
41897,0.36,0.36
41898,0.03,0.03
41899,0.13,0.13
41900,0.15,0.15
41901,0.25,0.25
41902,0.19,0.19
41903,0.24,0.24
41904,0.55,0.55
41905,0.25,0.25
41906,0.2,0.2
41907,0.85,0.85
41908,0.07,0.07
41909,0.81,0.81
41910,0.1,0.1
41911,0.18,0.18
41912,0.14,0.14
41913,0.08,0.08
41914,0.09,0.09
41915,0.2,0.2
41916,0.14,0.14
41917,0.04,0.04
41918,0.11,0.11
41919,0.08,0.08
41920,0.11,0.11
41921,0.22,0.22
41922,0.1,0.1
41923,0.15,0.15
41924,0.08,0.08
41925,0.13,0.13
41926,0.44,0.44
41927,0.26,0.26
41928,0.7,0.7
41929,0.15,0.15
41930,0.49,0.49
41931,0.07,0.07
41932,0.49,0.49
41933,0.15,0.15
41934,0.16,0.16
41935,0.2,0.2
41936,0.02,0.02
41937,0.87,0.87
41938,0.8,0.8
41939,0.07,0.07
41940,0.37,0.37
41941,0.78,0.78
41942,0.08,0.08
41943,0.25,0.25
41944,0.08,0.08
41945,0.26,0.26
41946,0.06,0.06
41947,0.34,0.34
41948,0.1,0.1
41949,0.08,0.08
41950,0.76,0.76
41951,0.79,0.79
41952,0.14,0.14
41953,0.83,0.83
41954,0.03,0.03
41955,0.08,0.08
41956,0.23,0.23
41957,0.02,0.02
41958,0.23,0.23
41959,0.84,0.84
41960,0.66,0.66
41961,0.84,0.84
41962,0.04,0.04
41963,0.08,0.08
41964,0.31,0.31
41965,0.67,0.67
41966,0.76,0.76
41967,0.24,0.24
41968,0.05,0.05
41969,0.12,0.12
41970,0.09,0.09
41971,0.53,0.53
41972,0.82,0.82
41973,0.23,0.23
41974,0.14,0.14
41975,0.22,0.22
41976,0.84,0.84
41977,0.07,0.07
41978,0.05,0.05
41979,0.81,0.81
41980,0.85,0.85
41981,0.07,0.07
41982,0.28,0.28
41983,0.42,0.42
41984,0.24,0.24
41985,0.86,0.86
41986,0.07,0.07
41987,0.78,0.78
41988,0.2,0.2
41989,0.18,0.18
41990,0.16,0.16
41991,0.22,0.22
41992,0.89,0.89
41993,0.04,0.04
41994,0.12,0.12
41995,0.78,0.78
41996,0.13,0.13
41997,0.06,0.06
41998,0.11,0.11
41999,0.14,0.14
42000,0.1,0.1
42001,0.14,0.14
42002,0.11,0.11
42003,0.1,0.1
42004,0.5,0.5
42005,0.8,0.8
42006,0.85,0.85
42007,0.1,0.1
42008,0.11,0.11
42009,0.28,0.28
42010,0.87,0.87
42011,0.07,0.07
42012,0.08,0.08
42013,0.88,0.88
42014,0.21,0.21
42015,0.37,0.37
42016,0.87,0.87
42017,0.9,0.9
42018,0.09,0.09
42019,0.78,0.78
42020,0.27,0.27
42021,0.58,0.58
42022,0.86,0.86
42023,0.1,0.1
42024,0.13,0.13
42025,0.24,0.24
42026,0.45,0.45
42027,0.76,0.76
42028,0.12,0.12
42029,0.08,0.08
42030,0.02,0.02
42031,0.06,0.06
42032,0.78,0.78
42033,0.21,0.21
42034,0.12,0.12
42035,0.02,0.02
42036,0.12,0.12
42037,0.15,0.15
42038,0.79,0.79
42039,0.07,0.07
42040,0.76,0.76
42041,0.83,0.83
42042,0.04,0.04
42043,0.82,0.82
42044,0.34,0.34
42045,0.79,0.79
42046,0.39,0.39
42047,0.8,0.8
42048,0.37,0.37
42049,0.71,0.71
42050,0.74,0.74
42051,0.72,0.72
42052,0.09,0.09
42053,0.04,0.04
42054,0.47,0.47
42055,0.7,0.7
42056,0.36,0.36
42057,0.25,0.25
42058,0.67,0.67
42059,0.07,0.07
42060,0.72,0.72
42061,0.45,0.45
42062,0.06,0.06
42063,0.08,0.08
42064,0.13,0.13
42065,0.78,0.78
42066,0.09,0.09
42067,0.07,0.07
42068,0.07,0.07
42069,0.06,0.06
42070,0.07,0.07
42071,0.21,0.21
42072,0.22,0.22
42073,0.11,0.11
42074,0.07,0.07
42075,0.45,0.45
42076,0.18,0.18
42077,0.06,0.06
42078,0.79,0.79
42079,0.11,0.11
42080,0.11,0.11
42081,0.06,0.06
42082,0.16,0.16
42083,0.85,0.85
42084,0.78,0.78
42085,0.79,0.79
42086,0.11,0.11
42087,0.4,0.4
42088,0.09,0.09
42089,0.75,0.75
42090,0.09,0.09
42091,0.1,0.1
42092,0.07,0.07
42093,0.84,0.84
42094,0.36,0.36
42095,0.78,0.78
42096,0.05,0.05
42097,0.06,0.06
42098,0.3,0.3
42099,0.03,0.03
42100,0.66,0.66
42101,0.11,0.11
42102,0.11,0.11
42103,0.08,0.08
42104,0.08,0.08
42105,0.28,0.28
42106,0.03,0.03
42107,0.06,0.06
42108,0.84,0.84
42109,0.9,0.9
42110,0.7,0.7
42111,0.52,0.52
42112,0.04,0.04
42113,0.56,0.56
42114,0.21,0.21
42115,0.06,0.06
42116,0.81,0.81
42117,0.16,0.16
42118,0.29,0.29
42119,0.45,0.45
42120,0.27,0.27
42121,0.67,0.67
42122,0.14,0.14
42123,0.23,0.23
42124,0.67,0.67
42125,0.92,0.92
42126,0.78,0.78
42127,0.68,0.68
42128,0.31,0.31
42129,0.05,0.05
42130,0.7,0.7
42131,0.13,0.13
42132,0.03,0.03
42133,0.42,0.42
42134,0.36,0.36
42135,0.05,0.05
42136,0.71,0.71
42137,0.18,0.18
42138,0.83,0.83
42139,0.05,0.05
42140,0.16,0.16
42141,0.74,0.74
42142,0.11,0.11
42143,0.09,0.09
42144,0.17,0.17
42145,0.25,0.25
42146,0.31,0.31
42147,0.74,0.74
42148,0.85,0.85
42149,0.14,0.14
42150,0.13,0.13
42151,0.9,0.9
42152,0.73,0.73
42153,0.17,0.17
42154,0.85,0.85
42155,0.06,0.06
42156,0.07,0.07
42157,0.71,0.71
42158,0.09,0.09
42159,0.16,0.16
42160,0.1,0.1
42161,0.3,0.3
42162,0.08,0.08
42163,0.2,0.2
42164,0.29,0.29
42165,0.02,0.02
42166,0.09,0.09
42167,0.12,0.12
42168,0.07,0.07
42169,0.03,0.03
42170,0.3,0.3
42171,0.12,0.12
42172,0.17,0.17
42173,0.09,0.09
42174,0.83,0.83
42175,0.18,0.18
42176,0.22,0.22
42177,0.22,0.22
42178,0.11,0.11
42179,0.1,0.1
42180,0.18,0.18
42181,0.82,0.82
42182,0.02,0.02
42183,0.11,0.11
42184,0.49,0.49
42185,0.26,0.26
42186,0.77,0.77
42187,0.08,0.08
42188,0.07,0.07
42189,0.22,0.22
42190,0.72,0.72
42191,0.87,0.87
42192,0.01,0.01
42193,0.52,0.52
42194,0.07,0.07
42195,0.61,0.61
42196,0.15,0.15
42197,0.09,0.09
42198,0.19,0.19
42199,0.11,0.11
42200,0.19,0.19
42201,0.74,0.74
42202,0.32,0.32
42203,0.71,0.71
42204,0.76,0.76
42205,0.35,0.35
42206,0.04,0.04
42207,0.21,0.21
42208,0.09,0.09
42209,0.09,0.09
42210,0.07,0.07
42211,0.22,0.22
42212,0.83,0.83
42213,0.07,0.07
42214,0.8,0.8
42215,0.32,0.32
42216,0.09,0.09
42217,0.18,0.18
42218,0.08,0.08
42219,0.03,0.03
42220,0.2,0.2
42221,0.13,0.13
42222,0.11,0.11
42223,0.13,0.13
42224,0.02,0.02
42225,0.56,0.56
42226,0.6,0.6
42227,0.07,0.07
42228,0.29,0.29
42229,0.06,0.06
42230,0.24,0.24
42231,0.32,0.32
42232,0.86,0.86
42233,0.09,0.09
42234,0.91,0.91
42235,0.1,0.1
42236,0.34,0.34
42237,0.26,0.26
42238,0.22,0.22
42239,0.24,0.24
42240,0.75,0.75
42241,0.76,0.76
42242,0.72,0.72
42243,0.2,0.2
42244,0.38,0.38
42245,0.08,0.08
42246,0.07,0.07
42247,0.18,0.18
42248,0.21,0.21
42249,0.48,0.48
42250,0.16,0.16
42251,0.13,0.13
42252,0.23,0.23
42253,0.82,0.82
42254,0.66,0.66
42255,0.19,0.19
42256,0.28,0.28
42257,0.13,0.13
42258,0.18,0.18
42259,0.04,0.04
42260,0.73,0.73
42261,0.12,0.12
42262,0.02,0.02
42263,0.42,0.42
42264,0.04,0.04
42265,0.17,0.17
42266,0.17,0.17
42267,0.16,0.16
42268,0.07,0.07
42269,0.38,0.38
42270,0.11,0.11
42271,0.81,0.81
42272,0.06,0.06
42273,0.73,0.73
42274,0.1,0.1
42275,0.91,0.91
42276,0.2,0.2
42277,0.23,0.23
42278,0.12,0.12
42279,0.11,0.11
42280,0.09,0.09
42281,0.01,0.01
42282,0.04,0.04
42283,0.12,0.12
42284,0.04,0.04
42285,0.32,0.32
42286,0.17,0.17
42287,0.27,0.27
42288,0.09,0.09
42289,0.35,0.35
42290,0.06,0.06
42291,0.1,0.1
42292,0.17,0.17
42293,0.07,0.07
42294,0.77,0.77
42295,0.33,0.33
42296,0.4,0.4
42297,0.09,0.09
42298,0.05,0.05
42299,0.28,0.28
42300,0.01,0.01
42301,0.08,0.08
42302,0.44,0.44
42303,0.11,0.11
42304,0.08,0.08
42305,0.87,0.87
42306,0.09,0.09
42307,0.82,0.82
42308,0.12,0.12
42309,0.21,0.21
42310,0.04,0.04
42311,0.3,0.3
42312,0.17,0.17
42313,0.31,0.31
42314,0.09,0.09
42315,0.09,0.09
42316,0.14,0.14
42317,0.16,0.16
42318,0.06,0.06
42319,0.06,0.06
42320,0.79,0.79
42321,0.73,0.73
42322,0.73,0.73
42323,0.15,0.15
42324,0.08,0.08
42325,0.8,0.8
42326,0.08,0.08
42327,0.07,0.07
42328,0.16,0.16
42329,0.88,0.88
42330,0.11,0.11
42331,0.61,0.61
42332,0.07,0.07
42333,0.27,0.27
42334,0.49,0.49
42335,0.6,0.6
42336,0.75,0.75
42337,0.15,0.15
42338,0.58,0.58
42339,0.57,0.57
42340,0.09,0.09
42341,0.13,0.13
42342,0.03,0.03
42343,0.2,0.2
42344,0.81,0.81
42345,0.59,0.59
42346,0.23,0.23
42347,0.36,0.36
42348,0.89,0.89
42349,0.44,0.44
42350,0.51,0.51
42351,0.85,0.85
42352,0.71,0.71
42353,0.75,0.75
42354,0.88,0.88
42355,0.38,0.38
42356,0.18,0.18
42357,0.14,0.14
42358,0.09,0.09
42359,0.21,0.21
42360,0.85,0.85
42361,0.21,0.21
42362,0.24,0.24
42363,0.35,0.35
42364,0.04,0.04
42365,0.87,0.87
42366,0.09,0.09
42367,0.13,0.13
42368,0.23,0.23
42369,0.16,0.16
42370,0.2,0.2
42371,0.11,0.11
42372,0.11,0.11
42373,0.13,0.13
42374,0.2,0.2
42375,0.11,0.11
42376,0.07,0.07
42377,0.04,0.04
42378,0.47,0.47
42379,0.85,0.85
42380,0.07,0.07
42381,0.1,0.1
42382,0.14,0.14
42383,0.1,0.1
42384,0.72,0.72
42385,0.15,0.15
42386,0.16,0.16
42387,0.1,0.1
42388,0.77,0.77
42389,0.38,0.38
42390,0.13,0.13
42391,0.11,0.11
42392,0.1,0.1
42393,0.42,0.42
42394,0.69,0.69
42395,0.28,0.28
42396,0.08,0.08
42397,0.05,0.05
42398,0.16,0.16
42399,0.35,0.35
42400,0.49,0.49
42401,0.12,0.12
42402,0.83,0.83
42403,0.15,0.15
42404,0.34,0.34
42405,0.79,0.79
42406,0.77,0.77
42407,0.15,0.15
42408,0.12,0.12
42409,0.75,0.75
42410,0.78,0.78
42411,0.09,0.09
42412,0.75,0.75
42413,0.06,0.06
42414,0.07,0.07
42415,0.08,0.08
42416,0.12,0.12
42417,0.01,0.01
42418,0.19,0.19
42419,0.17,0.17
42420,0.08,0.08
42421,0.08,0.08
42422,0.06,0.06
42423,0.17,0.17
42424,0.08,0.08
42425,0.08,0.08
42426,0.09,0.09
42427,0.12,0.12
42428,0.09,0.09
42429,0.2,0.2
42430,0.76,0.76
42431,0.12,0.12
42432,0.07,0.07
42433,0.16,0.16
42434,0.16,0.16
42435,0.09,0.09
42436,0.03,0.03
42437,0.05,0.05
42438,0.74,0.74
42439,0.88,0.88
42440,0.17,0.17
42441,0.67,0.67
42442,0.34,0.34
42443,0.18,0.18
42444,0.85,0.85
42445,0.13,0.13
42446,0.11,0.11
42447,0.79,0.79
42448,0.58,0.58
42449,0.13,0.13
42450,0.54,0.54
42451,0.7,0.7
42452,0.77,0.77
42453,0.12,0.12
42454,0.2,0.2
42455,0.15,0.15
42456,0.47,0.47
42457,0.68,0.68
42458,0.49,0.49
42459,0.43,0.43
42460,0.81,0.81
42461,0.11,0.11
42462,0.4,0.4
42463,0.14,0.14
42464,0.67,0.67
42465,0.12,0.12
42466,0.56,0.56
42467,0.75,0.75
42468,0.3,0.3
42469,0.06,0.06
42470,0.82,0.82
42471,0.16,0.16
42472,0.13,0.13
42473,0.16,0.16
42474,0.15,0.15
42475,0.85,0.85
42476,0.9,0.9
42477,0.86,0.86
42478,0.02,0.02
42479,0.11,0.11
42480,0.29,0.29
42481,0.74,0.74
42482,0.06,0.06
42483,0.73,0.73
42484,0.04,0.04
42485,0.06,0.06
42486,0.85,0.85
42487,0.2,0.2
42488,0.25,0.25
42489,0.42,0.42
42490,0.11,0.11
42491,0.83,0.83
42492,0.14,0.14
42493,0.44,0.44
42494,0.52,0.52
42495,0.16,0.16
42496,0.68,0.68
42497,0.15,0.15
42498,0.76,0.76
42499,0.72,0.72
42500,0.1,0.1
42501,0.85,0.85
42502,0.07,0.07
42503,0.17,0.17
42504,0.03,0.03
42505,0.11,0.11
42506,0.08,0.08
42507,0.16,0.16
42508,0.35,0.35
42509,0.13,0.13
42510,0.79,0.79
42511,0.12,0.12
42512,0.12,0.12
42513,0.11,0.11
42514,0.47,0.47
42515,0.45,0.45
42516,0.23,0.23
42517,0.75,0.75
42518,0.07,0.07
42519,0.0,0.0
42520,0.18,0.18
42521,0.13,0.13
42522,0.62,0.62
42523,0.86,0.86
42524,0.1,0.1
42525,0.88,0.88
42526,0.21,0.21
42527,0.25,0.25
42528,0.11,0.11
42529,0.2,0.2
42530,0.11,0.11
42531,0.09,0.09
42532,0.17,0.17
42533,0.05,0.05
42534,0.43,0.43
42535,0.84,0.84
42536,0.01,0.01
42537,0.03,0.03
42538,0.04,0.04
42539,0.1,0.1
42540,0.39,0.39
42541,0.8,0.8
42542,0.15,0.15
42543,0.04,0.04
42544,0.03,0.03
42545,0.25,0.25
42546,0.06,0.06
42547,0.49,0.49
42548,0.22,0.22
42549,0.68,0.68
42550,0.19,0.19
42551,0.28,0.28
42552,0.13,0.13
42553,0.92,0.92
42554,0.15,0.15
42555,0.34,0.34
42556,0.65,0.65
42557,0.46,0.46
42558,0.1,0.1
42559,0.11,0.11
42560,0.8,0.8
42561,0.72,0.72
42562,0.06,0.06
42563,0.78,0.78
42564,0.13,0.13
42565,0.71,0.71
42566,0.47,0.47
42567,0.25,0.25
42568,0.32,0.32
42569,0.85,0.85
42570,0.74,0.74
42571,0.19,0.19
42572,0.13,0.13
42573,0.15,0.15
42574,0.16,0.16
42575,0.11,0.11
42576,0.36,0.36
42577,0.08,0.08
42578,0.84,0.84
42579,0.09,0.09
42580,0.05,0.05
42581,0.48,0.48
42582,0.1,0.1
42583,0.85,0.85
42584,0.13,0.13
42585,0.03,0.03
42586,0.6,0.6
42587,0.01,0.01
42588,0.14,0.14
42589,0.29,0.29
42590,0.49,0.49
42591,0.86,0.86
42592,0.26,0.26
42593,0.14,0.14
42594,0.07,0.07
42595,0.55,0.55
42596,0.11,0.11
42597,0.03,0.03
42598,0.08,0.08
42599,0.1,0.1
42600,0.91,0.91
42601,0.05,0.05
42602,0.82,0.82
42603,0.52,0.52
42604,0.13,0.13
42605,0.09,0.09
42606,0.2,0.2
42607,0.07,0.07
42608,0.09,0.09
42609,0.8,0.8
42610,0.73,0.73
42611,0.86,0.86
42612,0.14,0.14
42613,0.01,0.01
42614,0.09,0.09
42615,0.23,0.23
42616,0.15,0.15
42617,0.18,0.18
42618,0.57,0.57
42619,0.17,0.17
42620,0.08,0.08
42621,0.15,0.15
42622,0.1,0.1
42623,0.14,0.14
42624,0.71,0.71
42625,0.05,0.05
42626,0.84,0.84
42627,0.3,0.3
42628,0.3,0.3
42629,0.11,0.11
42630,0.34,0.34
42631,0.7,0.7
42632,0.09,0.09
42633,0.08,0.08
42634,0.33,0.33
42635,0.36,0.36
42636,0.79,0.79
42637,0.23,0.23
42638,0.76,0.76
42639,0.38,0.38
42640,0.17,0.17
42641,0.24,0.24
42642,0.22,0.22
42643,0.07,0.07
42644,0.31,0.31
42645,0.76,0.76
42646,0.5,0.5
42647,0.36,0.36
42648,0.06,0.06
42649,0.09,0.09
42650,0.07,0.07
42651,0.04,0.04
42652,0.8,0.8
42653,0.27,0.27
42654,0.82,0.82
42655,0.25,0.25
42656,0.15,0.15
42657,0.14,0.14
42658,0.12,0.12
42659,0.73,0.73
42660,0.9,0.9
42661,0.08,0.08
42662,0.19,0.19
42663,0.11,0.11
42664,0.09,0.09
42665,0.82,0.82
42666,0.68,0.68
42667,0.94,0.94
42668,0.03,0.03
42669,0.09,0.09
42670,0.09,0.09
42671,0.12,0.12
42672,0.72,0.72
42673,0.85,0.85
42674,0.4,0.4
42675,0.33,0.33
42676,0.18,0.18
42677,0.08,0.08
42678,0.13,0.13
42679,0.12,0.12
42680,0.76,0.76
42681,0.05,0.05
42682,0.38,0.38
42683,0.42,0.42
42684,0.31,0.31
42685,0.56,0.56
42686,0.61,0.61
42687,0.57,0.57
42688,0.12,0.12
42689,0.76,0.76
42690,0.04,0.04
42691,0.06,0.06
42692,0.64,0.64
42693,0.19,0.19
42694,0.08,0.08
42695,0.04,0.04
42696,0.12,0.12
42697,0.02,0.02
42698,0.59,0.59
42699,0.13,0.13
42700,0.39,0.39
42701,0.49,0.49
42702,0.12,0.12
42703,0.11,0.11
42704,0.5,0.5
42705,0.04,0.04
42706,0.07,0.07
42707,0.08,0.08
42708,0.74,0.74
42709,0.09,0.09
42710,0.82,0.82
42711,0.1,0.1
42712,0.05,0.05
42713,0.34,0.34
42714,0.16,0.16
42715,0.04,0.04
42716,0.48,0.48
42717,0.38,0.38
42718,0.83,0.83
42719,0.76,0.76
42720,0.91,0.91
42721,0.07,0.07
42722,0.14,0.14
42723,0.2,0.2
42724,0.2,0.2
42725,0.09,0.09
42726,0.19,0.19
42727,0.09,0.09
42728,0.18,0.18
42729,0.79,0.79
42730,0.22,0.22
42731,0.07,0.07
42732,0.08,0.08
42733,0.35,0.35
42734,0.22,0.22
42735,0.32,0.32
42736,0.68,0.68
42737,0.2,0.2
42738,0.18,0.18
42739,0.69,0.69
42740,0.29,0.29
42741,0.13,0.13
42742,0.03,0.03
42743,0.14,0.14
42744,0.1,0.1
42745,0.19,0.19
42746,0.05,0.05
42747,0.4,0.4
42748,0.15,0.15
42749,0.36,0.36
42750,0.13,0.13
42751,0.08,0.08
42752,0.12,0.12
42753,0.14,0.14
42754,0.02,0.02
42755,0.17,0.17
42756,0.39,0.39
42757,0.17,0.17
42758,0.35,0.35
42759,0.1,0.1
42760,0.09,0.09
42761,0.11,0.11
42762,0.12,0.12
42763,0.28,0.28
42764,0.12,0.12
42765,0.04,0.04
42766,0.69,0.69
42767,0.42,0.42
42768,0.11,0.11
42769,0.07,0.07
42770,0.05,0.05
42771,0.29,0.29
42772,0.2,0.2
42773,0.03,0.03
42774,0.26,0.26
42775,0.11,0.11
42776,0.09,0.09
42777,0.86,0.86
42778,0.14,0.14
42779,0.14,0.14
42780,0.16,0.16
42781,0.56,0.56
42782,0.79,0.79
42783,0.9,0.9
42784,0.28,0.28
42785,0.84,0.84
42786,0.11,0.11
42787,0.76,0.76
42788,0.29,0.29
42789,0.23,0.23
42790,0.08,0.08
42791,0.02,0.02
42792,0.06,0.06
42793,0.21,0.21
42794,0.17,0.17
42795,0.14,0.14
42796,0.81,0.81
42797,0.3,0.3
42798,0.09,0.09
42799,0.18,0.18
42800,0.3,0.3
42801,0.13,0.13
42802,0.22,0.22
42803,0.24,0.24
42804,0.23,0.23
42805,0.78,0.78
42806,0.74,0.74
42807,0.07,0.07
42808,0.13,0.13
42809,0.07,0.07
42810,0.06,0.06
42811,0.11,0.11
